DRAW NO,PROCESS SEQ,PROCESS,PLAN PRC,WAIT PRC,MATERIAL,DELETE,STATUS1,STATUS2,STATUS3,DESCRIPTION,NOTE 1,NOTE 2,CREATION DATE,CREATION TIME,CREATION OPERATOR,MAINTENANCE DATE,MAINTENANCE TIME,MAINTENANCE OPERATOR
R103957             ,2,GP1,90,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221026,111130,VDM169S1  ,0,0,          
R062991             ,1,EW1,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221026,111440,VDM169S1  ,0,0,          
R062991             ,2,GS1,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221026,111440,VDM169S1  ,0,0,          
R062991             ,3,ED1,20,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221026,111440,VDM169S1  ,0,0,          
R062991             ,4,EW2,90,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221026,111440,VDM169S1  ,0,0,          
R062991             ,5,GS2,200,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221026,111440,VDM169S1  ,0,0,          
R062991             ,6,GP1,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221026,111440,VDM169S1  ,0,0,          
R062991             ,7,GR1,180,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221026,111440,VDM169S1  ,0,0,          
R062991             ,8,GP2,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221026,111440,VDM169S1  ,0,0,          
R062991             ,9,EN1,60,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221026,111440,VDM169S1  ,0,0,          
R064278             ,1,GR1,120,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221026,111555,VDM169S1  ,0,0,          
R064278             ,2,GS1,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221026,111555,VDM169S1  ,0,0,          
R064278             ,3,GC1,40,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221026,111555,VDM169S1  ,0,0,          
R064278             ,4,GP1,60,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221026,111555,VDM169S1  ,0,0,          
R064278             ,5,AF1,20,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221026,111555,VDM169S1  ,0,0,          
S161626             ,1,EW1,60,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221026,111800,VDM169S1  ,0,0,          
S161626             ,2,GS1,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221026,111800,VDM169S1  ,0,0,          
S161626             ,3,ED1,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221026,111800,VDM169S1  ,0,0,          
S161626             ,4,EW2,90,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221026,111800,VDM169S1  ,0,0,          
S161626             ,5,GS2,200,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221026,111800,VDM169S1  ,0,0,          
S161626             ,6,GR1,180,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221026,111800,VDM169S1  ,0,0,          
S161626             ,7,GP1,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221026,111800,VDM169S1  ,0,0,          
S161626             ,8,EN1,150,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221026,111800,VDM169S1  ,0,0,          
R172238             ,1,GS1,10,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221026,111936,VDM169S1  ,0,0,          
R172238             ,2,GC1,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221026,111936,VDM169S1  ,0,0,          
R172238             ,3,AF1,5,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221026,111936,VDM169S1  ,0,0,          
R172238             ,4,GS2,15,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221026,111936,VDM169S1  ,0,0,          
R179543             ,1,EW1,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221026,112113,VDM169S1  ,0,0,          
R179543             ,2,GS1,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221026,112113,VDM169S1  ,0,0,          
R179543             ,3,EW2,120,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221026,112113,VDM169S1  ,0,0,          
R179543             ,4,GS2,40,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221026,112113,VDM169S1  ,0,0,          
S797265             ,1,EW1,90,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221026,141733,VDM169S1  ,0,0,          
S797265             ,2,ED1,20,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221026,141733,VDM169S1  ,0,0,          
S797265             ,3,EW2,120,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221026,141733,VDM169S1  ,0,0,          
S797265             ,4,GR1,120,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221026,141733,VDM169S1  ,0,0,          
S797265             ,5,GS1,40,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221026,141733,VDM169S1  ,0,0,          
S797265             ,6,AF1,20,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221026,141733,VDM169S1  ,0,0,          
R181815             ,1,GS1,10,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221026,141916,VDM169S1  ,0,0,          
R181815             ,2,GC1,20,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221026,141916,VDM169S1  ,0,0,          
R181815             ,3,GS2,20,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221026,141916,VDM169S1  ,0,0,          
R181815             ,4,GC2,20,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221026,141916,VDM169S1  ,0,0,          
R181815             ,5,GP1,20,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221026,141916,VDM169S1  ,0,0,          
S896301             ,1,GS1,10,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221026,142053,VDM169S1  ,0,0,          
S896301             ,2,AF1,5,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221026,142053,VDM169S1  ,0,0,          
R129856             ,2,EW1,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221026,142359,VDM169S1  ,20221117,124547,VDM164S1  
R129856             ,1,GS1,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221026,142359,VDM169S1  ,0,0,          
R179403             ,1,EW1,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,143624,VDM169S1  ,0,0,          
R179403             ,2,ED1,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,143624,VDM169S1  ,0,0,          
R179403             ,3,EW2,40,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,143624,VDM169S1  ,0,0,          
R179403             ,4,GS1,200,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,143624,VDM169S1  ,0,0,          
R179403             ,5,GP1,600,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,143624,VDM169S1  ,0,0,          
R179405             ,1,EW1,40,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,143758,VDM169S1  ,20230615,171340,VDM169S1  
R179405             ,2,GS1,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,143758,VDM169S1  ,0,0,          
R179405             ,3,ED1,40,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,143758,VDM169S1  ,0,0,          
R179405             ,4,EW2,75,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,143758,VDM169S1  ,0,0,          
R179405             ,5,GS2,180,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,143758,VDM169S1  ,0,0,          
R179405             ,6,AF1,10,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,143758,VDM169S1  ,0,0,          
R179405             ,7,GP1,1200,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,143758,VDM169S1  ,0,0,          
R179407             ,1,EW1,40,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,143918,VDM169S1  ,0,0,          
R179407             ,2,GS1,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,143918,VDM169S1  ,0,0,          
R179407             ,3,ED1,60,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,143918,VDM169S1  ,0,0,          
R179407             ,4,EW2,60,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,143918,VDM169S1  ,0,0,          
R179407             ,5,GS2,180,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,143918,VDM169S1  ,0,0,          
R179407             ,6,AF1,10,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,143918,VDM169S1  ,0,0,          
R179407             ,7,GP1,1200,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,143918,VDM169S1  ,0,0,          
R179417             ,1,EW1,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,144136,VDM169S1  ,0,0,          
R179417             ,2,GS1,180,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,144136,VDM169S1  ,0,0,          
R179417             ,3,GP1,500,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,144136,VDM169S1  ,0,0,          
R179419             ,1,EW1,40,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,150039,VDM169S1  ,0,0,          
R179419             ,2,GS1,200,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,150039,VDM169S1  ,0,0,          
R179419             ,3,GP1,500,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,150039,VDM169S1  ,0,0,          
R179411             ,1,EW1,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,150246,VDM169S1  ,0,0,          
R179411             ,2,ED1,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,150246,VDM169S1  ,0,0,          
R179411             ,3,EW2,40,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,150246,VDM169S1  ,0,0,          
R179411             ,4,GS1,200,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,150246,VDM169S1  ,0,0,          
R179411             ,5,GP1,600,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,150246,VDM169S1  ,0,0,          
R179413             ,1,EW1,350,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,150427,VDM169S1  ,0,0,          
R179413             ,2,GS1,150,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,150427,VDM169S1  ,0,0,          
R179413             ,3,GP1,400,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,150427,VDM169S1  ,0,0,          
R179421             ,1,EW1,200,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,150606,VDM169S1  ,0,0,          
R179421             ,2,ED1,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,150606,VDM169S1  ,0,0,          
R179421             ,3,EW2,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,150606,VDM169S1  ,0,0,          
R179421             ,4,GS1,75,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,150606,VDM169S1  ,0,0,          
R179421             ,5,GP1,300,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,150606,VDM169S1  ,0,0,          
R179421             ,6,AF1,10,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,150606,VDM169S1  ,0,0,          
R179423             ,1,EW1,40,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,150727,VDM169S1  ,20230512,73836,VDM169S1  
R179423             ,2,GS1,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,150727,VDM169S1  ,0,0,          
R179423             ,3,ED1,60,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,150727,VDM169S1  ,0,0,          
R179423             ,4,EW2,50,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,150727,VDM169S1  ,0,0,          
R179423             ,5,GS2,200,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,150727,VDM169S1  ,0,0,          
R179423             ,6,GP1,800,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,150727,VDM169S1  ,0,0,          
R179423             ,7,AF1,10,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,150727,VDM169S1  ,0,0,          
R179415             ,1,EW1,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,150849,VDM169S1  ,0,0,          
R179415             ,2,GS1,250,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,150849,VDM169S1  ,0,0,          
R179415             ,3,GP1,600,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,150849,VDM169S1  ,0,0,          
R341176             ,1,EW1,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,151010,VDM169S1  ,0,0,          
R341176             ,2,GS1,180,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,151010,VDM169S1  ,0,0,          
R341176             ,3,GP1,600,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,151010,VDM169S1  ,0,0,          
R341177             ,1,EW1,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,151129,VDM169S1  ,0,0,          
R341177             ,2,GS1,200,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,151129,VDM169S1  ,0,0,          
R341177             ,3,GP1,600,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,151129,VDM169S1  ,0,0,          
R341166             ,1,EW1,40,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,151235,VDM169S1  ,0,0,          
R341166             ,2,GS1,200,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,151235,VDM169S1  ,0,0,          
R341166             ,3,GP1,600,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,151235,VDM169S1  ,0,0,          
R341196             ,1,EW1,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,151638,VDM169S1  ,0,0,          
R341196             ,2,GS1,200,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,151638,VDM169S1  ,0,0,          
R341196             ,3,GP1,600,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,151638,VDM169S1  ,0,0,          
R341165             ,1,EW1,40,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,151807,VDM169S1  ,0,0,          
R341165             ,2,GS1,200,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,151807,VDM169S1  ,0,0,          
R341165             ,3,GP1,600,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,151807,VDM169S1  ,0,0,          
R341184             ,1,EW1,40,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,151914,VDM169S1  ,0,0,          
R341184             ,2,GS1,200,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,151914,VDM169S1  ,0,0,          
R341184             ,3,GP1,600,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,151914,VDM169S1  ,0,0,          
R179443             ,1,EW1,40,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,152037,VDM169S1  ,0,0,          
R179443             ,2,GS1,200,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,152037,VDM169S1  ,0,0,          
R179443             ,3,GP1,400,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,152037,VDM169S1  ,0,0,          
R179443             ,4,EW2,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,152037,VDM169S1  ,0,0,          
R172187             ,1,EW1,40,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,152213,VDM169S1  ,0,0,          
R172187             ,2,GS1,180,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,152213,VDM169S1  ,0,0,          
R172187             ,3,GP1,300,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,152213,VDM169S1  ,0,0,          
R173232             ,1,EW1,120,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,152332,VDM169S1  ,0,0,          
R173232             ,2,ED1,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,152332,VDM169S1  ,0,0,          
R173232             ,3,GS1,400,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,152332,VDM169S1  ,0,0,          
R173232             ,4,GP1,1200,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,152332,VDM169S1  ,0,0,          
R171376             ,1,EW1,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,152451,VDM169S1  ,0,0,          
R171376             ,2,GS1,200,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,152451,VDM169S1  ,0,0,          
R171376             ,3,GP1,600,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,152451,VDM169S1  ,0,0,          
R171378             ,1,EW1,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,152605,VDM169S1  ,0,0,          
R171378             ,2,GS1,200,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,152605,VDM169S1  ,0,0,          
R171378             ,3,GP1,600,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,152605,VDM169S1  ,0,0,          
R337607             ,1,GR1,75,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,152733,VDM169S1  ,0,0,          
R337607             ,2,GS1,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,152733,VDM169S1  ,0,0,          
R337607             ,3,GC1,60,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,152733,VDM169S1  ,0,0,          
R337607             ,4,GP1,60,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,152733,VDM169S1  ,0,0,          
R337607             ,5,GS2,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,152733,VDM169S1  ,0,0,          
R352144             ,1,EW1,400,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,152952,VDM169S1  ,20221104,83549,VDM169S1  
R352144             ,2,GS1,250,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,152952,VDM169S1  ,0,0,          
R352144             ,3,GP1,300,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,152952,VDM169S1  ,0,0,          
R352144             ,4,EN1,100,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,152952,VDM169S1  ,0,0,          
R352144             ,5,AF1,10,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,152952,VDM169S1  ,0,0,          
R352144             ,6,KA1,1,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,152952,VDM169S1  ,0,0,          
R352144             ,7,LT1,1,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20221029,152952,VDM169S1  ,0,0,          
